response_id,response,screen_time_hours,screen_time_minutes
R_8Q4e8vRBuq8hlPH,"Response(id='resp_057f4d0ef1e1b75100695f81843d8081949af62a6991c56221', created_at=1767866756.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_057f4d0ef1e1b75100695f8185920c8194a2d27e0e7b8a960b', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_057f4d0ef1e1b75100695f8187289c8194a0986edd9939d2fa', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 17, ""screen_time_minutes"": 49}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=86, output_tokens_details=OutputTokensDetails(reasoning_tokens=64), total_tokens=1948), user=None, billing={'payer': 'developer'}, completed_at=1767866759, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",17,49
R_6zih2AfyGhG0ZqF,"Response(id='resp_043114c7cc21166100695f81843e0481a0b4bb0fe35f39680c', created_at=1767866756.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_043114c7cc21166100695f81852ed481a0bcd330cb7ccb8fbd', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_043114c7cc21166100695f81875c2881a0b4505d7297621a86', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": ""17"",\n  ""screen_time_minutes"": ""50""\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1831, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=154, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=1985), user=None, billing={'payer': 'developer'}, completed_at=1767866759, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",17,50
R_2kohXBdjZzJXJk1,"Response(id='resp_0bb11999fe56d05400695f818436c0819690f46f89f34c58d2', created_at=1767866756.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0bb11999fe56d05400695f818591f881969b2df8653627ef89', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0bb11999fe56d05400695f81882bd48196a206ec6b5b0ce04e', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 31, ""screen_time_minutes"": 7}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2076), user=None, billing={'payer': 'developer'}, completed_at=1767866760, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",31,7
R_8TLFeXaRfX1Dz1f,"Response(id='resp_046a0dc7995e480b00695f8184ce7481938546fa3d91f035c8', created_at=1767866756.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_046a0dc7995e480b00695f818606a081939495032b802db83a', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_046a0dc7995e480b00695f818871cc8193adc0bf3c76e40d11', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": 11,\n  ""screen_time_minutes"": 47\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=154, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2016), user=None, billing={'payer': 'developer'}, completed_at=1767866761, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",11,47
R_2CP0bipdX9bQzef,"Response(id='resp_0fe1770cab53b0fe00695f818464c88192b83bf20f0190fdae', created_at=1767866756.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0fe1770cab53b0fe00695f818599d4819288fdce6bae3adb77', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0fe1770cab53b0fe00695f818915a88192a7666ee640eaac18', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 20, ""screen_time_minutes"": 57}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2076), user=None, billing={'payer': 'developer'}, completed_at=1767866761, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",20,57
R_8sZ6ApVPdDTgrdL,"Response(id='resp_0551fb77836c7d7600695f81850ef48196ad8dc29c0171ba05', created_at=1767866757.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0551fb77836c7d7600695f8186232081968059d3611a775570', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0551fb77836c7d7600695f8189acb08196a9dfbc16ad4fef85', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": 34,\n  ""screen_time_minutes"": 52\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=282, output_tokens_details=OutputTokensDetails(reasoning_tokens=256), total_tokens=2144), user=None, billing={'payer': 'developer'}, completed_at=1767866762, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",34,52
R_2rkdLOzinYMhA34,"Response(id='resp_08fbb67793d6943500695f81882efc81a2baf630eadc7eacb2', created_at=1767866760.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_08fbb67793d6943500695f8189228881a2bded1bf379d3222c', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_08fbb67793d6943500695f818be7c481a2b097af047355e759', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"":""9"",""screen_time_minutes"":""53""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1293, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=211, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=1504), user=None, billing={'payer': 'developer'}, completed_at=1767866764, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",9,53
R_8q84qrOuhtxfalr,"Response(id='resp_0e7f4ad65494546100695f818a74488195b4f31d935a2e0d76', created_at=1767866762.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0e7f4ad65494546100695f818b9aa481958cbff702e5d80951', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0e7f4ad65494546100695f818fb3a08195949bba90d4dcb46d', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 7, ""screen_time_minutes"": 57}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=278, output_tokens_details=OutputTokensDetails(reasoning_tokens=256), total_tokens=2140), user=None, billing={'payer': 'developer'}, completed_at=1767866768, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",7,57
R_8ZBVTT3tm98PkSA,"Response(id='resp_08284fae5667d3e800695f818bb2108194a3114af7cc261412', created_at=1767866763.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_08284fae5667d3e800695f818cade481949665864aad2f7786', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_08284fae5667d3e800695f8190ac208194b2742367bb122aec', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 12, ""screen_time_minutes"": 54}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=278, output_tokens_details=OutputTokensDetails(reasoning_tokens=256), total_tokens=2140), user=None, billing={'payer': 'developer'}, completed_at=1767866769, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",12,54
R_8SCuLdzSVRd15xo,"Response(id='resp_0dc1bd38f39a79f800695f818a3878819d981eb7a8c98fa182', created_at=1767866762.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0dc1bd38f39a79f800695f818b13d8819dac96c9e1457b3f5f', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0dc1bd38f39a79f800695f81901c88819d8aacf40a3ca91818', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": 22,\n  ""screen_time_minutes"": 39\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=154, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2016), user=None, billing={'payer': 'developer'}, completed_at=1767866769, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",22,39
